id,canonical_name,primary_category,secondary_category,vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000
ptb_0492_chairs_unoccupied_moderatelly_upholstered_cha,"Chairs, unoccupied moderatelly upholstered chairs (0.90 m x 0.55 m)",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.7467,0.85,ptb,"PTB No. 492: Chairs, unoccupied moderatelly upholstered chairs (0.90 m x 0.55 m)",0.44,0.56,0.67,0.74,0.83,0.87,0.0
ptb_0493_chairs_upholstered_concert_chairs_empty,"Chairs, upholstered concert chairs,empty",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8333,0.76,ptb,"PTB No. 493: Chairs, upholstered concert chairs,empty",0.49,0.66,0.8,0.88,0.82,0.7,0.0
ptb_0494_leather_arm_chair_p,Leather arm chair (P),Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,semi_reflective,0.2967,0.2533,ptb,PTB No. 494: Leather arm chair (P),0.2,0.25,0.29,0.31,0.29,0.25,0.22
ptb_0495_invented_padded_arm_chair,invented padded arm-chair,Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.9633,0.97,ptb,PTB No. 495: invented padded arm-chair,0.65,0.8,0.9,1.0,0.99,0.94,0.98
ptb_0496_occupied_plastic_chairs,occupied plastic chairs,Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8333,0.8333,ptb,PTB No. 496: occupied plastic chairs,0.3,0.5,0.8,0.8,0.9,0.8,0.8
ptb_0497_unoccupied_plastic_chairs,unoccupied plastic chairs,Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,semi_reflective,0.2,0.2333,ptb,PTB No. 497: unoccupied plastic chairs,0.06,0.1,0.1,0.2,0.3,0.2,0.2
ptb_0498_chairs,chairs,Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.89,0.9067,ptb,PTB No. 498: chairs,0.8,0.8,0.85,0.9,0.92,0.9,0.9
ptb_0499_audience,audience,Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8367,0.7367,ptb,PTB No. 499: audience,0.5,0.66,0.8,0.88,0.83,0.7,0.68
ptb_0500_stage,stage,Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,semi_reflective,0.1033,0.2133,ptb,PTB No. 500: stage,0.21,0.09,0.08,0.07,0.16,0.23,0.25
ptb_0501_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Berlin, Philharmonie",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.8133,0.72,ptb,"PTB No. 501: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Berlin, Philharmonie",0.8,0.93,0.84,0.85,0.75,0.69,0.0
ptb_0502_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Berlin, Philharmonie",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8633,0.865,ptb,"PTB No. 502: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Berlin, Philharmonie",0.7,0.81,0.88,0.85,0.86,0.87,0.0
ptb_0503_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Cleveland, Severance Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.8767,0.88,ptb,"PTB No. 503: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Cleveland, Severance Hall",0.57,0.74,0.83,0.89,0.91,0.85,0.0
ptb_0504_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Cleveland, Severance Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.9767,0.99,ptb,"PTB No. 504: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Cleveland, Severance Hall",0.65,0.78,0.92,0.99,1.0,0.96,0.0
ptb_0505_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Edmonton, Jubilee Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.85,0.91,ptb,"PTB No. 505: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Edmonton, Jubilee Hall",0.6,0.72,0.79,0.83,0.93,0.89,0.0
ptb_0506_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Edmonton, Jubilee Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.92,0.955,ptb,"PTB No. 506: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Edmonton, Jubilee Hall",0.91,0.83,0.88,0.95,0.93,0.98,0.0
ptb_0507_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Kanagawa, Chamber Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.7933,0.865,ptb,"PTB No. 507: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Kanagawa, Chamber Hall",0.68,0.74,0.77,0.77,0.84,0.89,0.0
ptb_0508_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, N.Y., Philharmonic Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.8067,0.8,ptb,"PTB No. 508: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, N.Y., Philharmonic Hall",0.0,0.69,0.8,0.8,0.82,0.78,0.0
ptb_0509_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, N.Y., Philharmonic Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.87,0.875,ptb,"PTB No. 509: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, N.Y., Philharmonic Hall",0.59,0.78,0.87,0.86,0.88,0.87,0.0
ptb_0510_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Nantes, Palais de Congres",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.9233,0.945,ptb,"PTB No. 510: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Nantes, Palais de Congres",0.61,0.79,0.88,0.94,0.95,0.94,0.0
ptb_0511_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Rotterdam, De Doelen",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.8,0.755,ptb,"PTB No. 511: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Rotterdam, De Doelen",0.88,0.94,0.79,0.86,0.75,0.76,0.0
ptb_0512_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Rotterdam, De Doelen",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.86,0.8,ptb,"PTB No. 512: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Rotterdam, De Doelen",0.85,0.84,0.89,0.86,0.83,0.77,0.0
ptb_0513_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Salzburg, Festspielhaus",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.74,0.745,ptb,"PTB No. 513: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Salzburg, Festspielhaus",0.76,0.66,0.71,0.76,0.75,0.74,0.0
ptb_0514_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Salzburg, Festspielhaus",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.9067,0.91,ptb,"PTB No. 514: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, Salzburg, Festspielhaus",0.69,0.78,0.89,0.91,0.92,0.9,0.0
ptb_0515_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.8333,0.825,ptb,"PTB No. 515: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average",0.7,0.78,0.81,0.85,0.84,0.81,0.0
ptb_0516_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8833,0.895,ptb,"PTB No. 516: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average",0.72,0.79,0.87,0.88,0.9,0.89,0.0
ptb_0517_heavily_upholstered_chair_unoccupied_front_si,"Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average from smoothed curve",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.83,0.825,ptb,"PTB No. 517: Heavily upholstered chair, unoccupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average from smoothed curve",0.7,0.76,0.81,0.84,0.84,0.81,0.0
ptb_0518_heavily_upholstered_chair_occupied_front_side,"Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average from smoothed curve",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8833,0.9,ptb,"PTB No. 518: Heavily upholstered chair, occupied, front side of seat back 7,5 cm, rear side of seat back sometimes, top of seat bottom 10 cm, arm rests 2 cm, average from smoothed curve",0.72,0.8,0.86,0.89,0.9,0.9,0.0
ptb_0519_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Buffalo, Kleinhans Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6567,0.655,ptb,"PTB No. 519: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Buffalo, Kleinhans Hall",0.31,0.5,0.58,0.71,0.68,0.63,0.0
ptb_0520_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Buffalo, Kleinhans Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.88,0.92,ptb,"PTB No. 520: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Buffalo, Kleinhans Hall",0.56,0.62,0.85,0.9,0.89,0.95,0.0
ptb_0521_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Stuttgart, Liederhalle",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6533,0.56,ptb,"PTB No. 521: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Stuttgart, Liederhalle",0.73,0.8,0.7,0.66,0.6,0.52,0.0
ptb_0522_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Stuttgart, Liederhalle",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8133,0.81,ptb,"PTB No. 522: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Stuttgart, Liederhalle",0.73,0.78,0.83,0.82,0.79,0.83,0.0
ptb_0523_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Bristol, Colston Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.7567,0.74,ptb,"PTB No. 523: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Bristol, Colston Hall",0.52,0.77,0.75,0.78,0.74,0.0,0.0
ptb_0524_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Bristol, Colston Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8,0.87,ptb,"PTB No. 524: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Bristol, Colston Hall",0.62,0.71,0.77,0.81,0.82,0.92,0.0
ptb_0525_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Liverpool, Philharmonic Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.77,0.76,ptb,"PTB No. 525: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Liverpool, Philharmonic Hall",0.56,0.64,0.74,0.8,0.77,0.75,0.0
ptb_0526_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Liverpool, Philharmonic Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8433,0.88,ptb,"PTB No. 526: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Liverpool, Philharmonic Hall",0.74,0.78,0.82,0.85,0.86,0.9,0.0
ptb_0527_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Tokyo, Hamarikyu Asahi Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6867,0.64,ptb,"PTB No. 527: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Tokyo, Hamarikyu Asahi Hall",0.62,0.67,0.72,0.7,0.64,0.64,0.0
ptb_0528_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Tokyo, Hamarikyu Asahi Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.82,0.795,ptb,"PTB No. 528: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Tokyo, Hamarikyu Asahi Hall",0.61,0.76,0.82,0.82,0.82,0.77,0.0
ptb_0529_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, N.Y., Avery Fisher Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6433,0.585,ptb,"PTB No. 529: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, N.Y., Avery Fisher Hall",0.58,0.66,0.67,0.64,0.62,0.55,0.0
ptb_0530_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, N.Y., Avery Fisher Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8533,0.805,ptb,"PTB No. 530: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, N.Y., Avery Fisher Hall",0.7,0.8,0.87,0.88,0.81,0.8,0.0
ptb_0531_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Seattle, Opera House",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.58,0.605,ptb,"PTB No. 531: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Seattle, Opera House",0.0,0.55,0.52,0.6,0.62,0.59,0.0
ptb_0532_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Seattle, Opera House",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8133,0.8,ptb,"PTB No. 532: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Seattle, Opera House",0.43,0.63,0.82,0.82,0.8,0.8,0.0
ptb_0533_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Boston, Symphony Hall (includes wooden floor beneath)",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.56,,ptb,"PTB No. 533: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Boston, Symphony Hall (includes wooden floor beneath)",0.46,0.53,0.56,0.0,0.0,0.0,0.0
ptb_0534_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Boston, Symphony Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.7967,0.855,ptb,"PTB No. 534: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, Boston, Symphony Hall",0.54,0.7,0.77,0.77,0.85,0.86,0.0
ptb_0535_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6767,0.64,ptb,"PTB No. 535: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average",0.54,0.64,0.66,0.7,0.67,0.61,0.0
ptb_0536_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8267,0.84,ptb,"PTB No. 536: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average",0.62,0.72,0.82,0.83,0.83,0.85,0.0
ptb_0537_medium_upholstered_chair_unoccupied_front_sid,"Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average from smoothed curve",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6867,0.67,ptb,"PTB No. 537: Medium upholstered chair, unoccupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average from smoothed curve",0.54,0.62,0.68,0.7,0.68,0.66,0.0
ptb_0538_medium_upholstered_chair_occupied_front_side,"Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average from smoothed curve",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8233,0.845,ptb,"PTB No. 538: Medium upholstered chair, occupied, front side of seat back 2,5 cm, rear side of seat back 0, top of seat bottom 5 cm, arm rests solid, average from smoothed curve",0.62,0.72,0.8,0.83,0.84,0.85,0.0
ptb_0539_lightly_upholstered_chair_unoccupied_front_si,"Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Basel, Stadt-Casino",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.65,0.615,ptb,"PTB No. 539: Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Basel, Stadt-Casino",0.33,0.41,0.65,0.68,0.62,0.61,0.0
ptb_0540_lightly_upholstered_chair_occupied_front_side,"Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Basel, Stadt-Casino",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8233,0.845,ptb,"PTB No. 540: Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Basel, Stadt-Casino",0.45,0.6,0.77,0.83,0.87,0.82,0.0
ptb_0541_lightly_upholstered_chair_unoccupied_front_si,"Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Berlin, Konzerthaus",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6867,0.685,ptb,"PTB No. 541: Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Berlin, Konzerthaus",0.36,0.46,0.64,0.72,0.7,0.67,0.0
ptb_0542_lightly_upholstered_chair_occupied_front_side,"Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Berlin, Konzerthaus",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8267,0.875,ptb,"PTB No. 542: Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Berlin, Konzerthaus",0.56,0.67,0.79,0.82,0.87,0.88,0.0
ptb_0543_lightly_upholstered_chair_unoccupied_front_si,"Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Vienna, Gr. Musikvereinssaal",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.49,0.535,ptb,"PTB No. 543: Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Vienna, Gr. Musikvereinssaal",0.33,0.39,0.46,0.5,0.51,0.56,0.0
ptb_0544_lightly_upholstered_chair_occupied_front_side,"Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Vienna, Gr. Musikvereinssaal",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8167,0.855,ptb,"PTB No. 544: Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Vienna, Gr. Musikvereinssaal",0.53,0.63,0.76,0.83,0.86,0.85,0.0
ptb_0545_lightly_upholstered_chair_unoccupied_front_si,"Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Amsterdam, Concertgebouw",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6033,0.61,ptb,"PTB No. 545: Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Amsterdam, Concertgebouw",0.4,0.54,0.6,0.61,0.6,0.62,0.0
ptb_0546_lightly_upholstered_chair_occupied_front_side,"Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Amsterdam, Concertgebouw",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.8833,0.96,ptb,"PTB No. 546: Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, Amsterdam, Concertgebouw",0.6,0.69,0.81,0.91,0.93,0.99,0.0
ptb_0547_lightly_upholstered_chair_unoccupied_front_si,"Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.61,0.615,ptb,"PTB No. 547: Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average",0.36,0.45,0.59,0.63,0.61,0.62,0.0
